,location,noise_events_count,hour,humidity,temp,solar_radiation,rain_intensity,daily_rain_sum,wind_dir,wind_speed,LC_RAD60,LC_TEMP_QCL0,LC_TEMP_QCL1,LC_TEMP_QCL2,LC_TEMP_QCL3,lat,lon,alt,climate_zone,green_cover,building_height,sky_view_factor,installation_height,month,day_of_month,event_Human voice - Shouting,event_Human voice - Singing,event_Transport road - Passenger car,event_Transport road - Siren,event_Unsupported,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,formatted_date
2288,MP 03: Naamsestraat 62 Taste,-0.4449978545789716,-2.7215765373801695,-0.7546711844137068,-0.3443483067759343,0.00015201864908719168,0.013918557377402723,-0.06747469937994459,-0.31088863630183483,-2.7993775852312432,-0.0074574538362410965,-0.16880427480776866,-0.09207346526255665,-0.03436182752098048,-0.3185778488182624,-0.22931292056088898,-0.10263218009505731,-0.08985204627105234,0.0,0.0,-0.09469070172000826,-0.12494727399058689,0.0,-0.31617965901030526,-0.9310849701444442,-0.0005682371667674434,-0.00010244825673293166,0.0024986766708704924,0.00011345888604142522,-2.927187982356834e-05,-0.04136862421621704,-0.2544737448589566,0.009872506416194988,-0.008990159916511852,0.0014995747574060015,-0.03365080438531345,0.026972087312008466,03/01/22 00:00
2289,MP 03: Naamsestraat 62 Taste,-0.43193351607114444,-2.5131143243216387,-0.3879481619813411,-0.09141487247909488,-0.0006330725994065863,0.027767535420620104,-0.10087800257386279,0.1797157540629816,-0.724554976285999,-0.007236851531283017,0.0015173217687431497,-0.027179836715304686,0.1773342551083045,0.011705789927676775,-0.3518375030878231,0.09917703803678798,-0.13748228432129228,0.0,0.0,-0.13880268363730544,0.1618930484806857,0.0,-0.18222015100228692,0.10474789717619054,-0.0005678612368701837,-0.00010242437548664696,0.0025478996879323194,0.00012472692143656932,-6.668757061201762e-05,0.03236847972809444,-0.4289041452048614,0.00409529471002517,-0.004293926675114751,0.014142445590525164,-0.028936367832916476,0.00680432617229461,03/01/22 01:00
2290,MP 03: Naamsestraat 62 Taste,-0.42388694172235997,-3.5396581392319666,-0.06381729742245075,0.6741071085760244,-0.0004028021960479865,0.006092700983448309,-0.040268991411796316,0.446718661323538,-0.5518587008462983,-0.005357248718951579,0.06517807316399854,0.36748325447715435,0.17046436120591094,-0.0427903637027184,-0.23750149396963302,0.4595020421307233,0.01211379674343123,0.0,0.0,-0.08427964205036975,0.5272123975150047,0.0,0.5712194566693203,2.570876135065423,-0.0005675751790239571,-8.307252047924692e-05,0.002585617512935968,0.00012225995354902262,-7.526052345738315e-05,0.019038253868323814,-0.20659883921486402,0.009043631947240156,-0.012403028917819412,0.02130660761196104,0.00909151673960553,0.019427685429945635,03/01/22 02:00
2291,MP 03: Naamsestraat 62 Taste,-0.48981602419797404,-6.640974620598388,-0.4946858736303161,-0.09791084814034114,0.0005700983913706972,0.0042615488541715525,-0.06124761359075351,-0.18422760893063178,-1.2606887204153987,-0.006660380235680203,-0.3180398131337044,-0.1674122715603241,-0.22768319301906623,-0.5742224556939924,-0.4086602160972788,0.08568503715177532,-0.0819575181047106,0.0,0.0,-0.090144382785151,0.22812562840516626,0.0,-0.10240559200843341,1.010131929759251,-0.0004759239407243383,-7.66968973700864e-05,0.0029536210001757223,0.00012362035616836966,-5.340933811510822e-05,0.0035696267318398776,-0.35477106421733484,-0.012029421032601701,-0.047362868076682565,-0.02388558792859678,-0.03868624248380092,0.01729139869656316,03/01/22 03:00
2292,MP 03: Naamsestraat 62 Taste,-0.3065415597099771,2.4394070275558857,-0.053815837103299284,-0.1024960107524127,0.006789550579589154,-0.011494160548727215,0.20439084460286716,-0.09489941014610943,-0.5279136806573494,-0.010433801249540985,-0.05272849049516957,-0.055248268322368045,0.025160157492054556,-0.1316346808451317,-0.03369597561359495,0.061926287133870536,-0.17145595376513068,0.0,0.0,-0.19219015378942142,-0.11090877846836986,0.0,0.023971794052894208,0.902132122219665,-0.0009176781306584609,-5.2269561474148246e-05,0.0035628272787555076,3.5661042834954784e-05,3.011344503496532e-05,-0.006597034427490466,-0.089759921274941,-0.00765398068732614,-0.028264725699725393,0.005371214687777946,-0.016107461418251427,0.027149729198372007,03/01/22 17:00
2293,MP 03: Naamsestraat 62 Taste,-0.2878958057116239,2.4356560827708122,0.053258388080571976,-0.19006538176138896,0.000404547073440225,-0.016032551415566535,-0.03666694125037123,-0.006706026031007034,-0.012899106060050571,0.010697753726297866,-0.04918457858924543,-0.08356535839869117,0.05005692727517141,0.009328647440046642,-0.052626557566583756,0.06168628994071497,-0.18389054204110167,0.0,0.0,-0.230125616085473,-0.11179052516762798,0.0,0.06921822643619949,0.5533318397812567,-0.0010347499226419981,-5.32219023336471e-05,0.003957900266459982,3.287512950465446e-05,-9.926662395090481e-05,-0.009852587306028882,-0.06973879885759962,-0.019510763677385936,-0.016565564115066857,0.00026802616778130695,-0.009190310431010712,0.05249757878308688,03/01/22 18:00
2294,MP 03: Naamsestraat 62 Taste,-0.2833307184847361,2.9612019527285156,0.804330517798325,0.1035951913479219,0.007056061820341446,-0.020708083186082405,0.2588992886450498,0.038520095102122044,0.12523905825076467,7.147155219977636e-05,0.02843520081120047,-0.021399353794110107,0.10980308289712502,0.21423807184313068,-0.05057166440898233,0.05024904609501302,-0.11916590007542827,0.0,0.0,-0.15763142874769123,-0.09584388414531743,0.0,0.1119380029267195,0.9340926034459008,-0.0008933718318308189,-4.6077705520750416e-05,0.0031653176389782618,3.136663076792944e-05,2.132347425064909e-05,-0.004167843965115878,-0.04486966523831024,-0.005390438669233577,-0.008509625121455444,0.010264475999981858,0.015374366861175328,0.04170238946172941,03/01/22 19:00
2295,MP 03: Naamsestraat 62 Taste,-0.29233618607536954,1.9282637721521365,0.274472970202214,-0.334678841457933,-0.006526899577291323,-0.03532281999251026,0.028528116689229683,-0.11644335738428493,-0.058814621531373304,-0.01664551000955221,-0.06806165959380776,-0.17678914223075035,-0.016323746163919524,-0.15995605291989834,-0.054731739373589675,0.07297251833848749,-0.18065168569258427,0.0,0.0,-0.2449907998154703,-0.13581002061752037,0.0,0.012140653188605485,0.2631732306317966,-0.0010142891434236244,-4.701611915548925e-05,0.004048615701522144,2.8580717437629115e-05,-0.00011611020485532641,-0.01085959672061967,-0.14588845229828626,-0.02049641119516245,-0.02310237457698159,-0.004086076045002841,-0.019084021758287183,0.03138313616682775,03/01/22 20:00
2296,MP 03: Naamsestraat 62 Taste,-0.281061432600556,1.9857750849730536,0.6974076906456445,0.10047440530196629,0.0015236061070243595,0.06270719757676413,0.1493285717507444,0.024299715658903397,0.12383475315603377,-0.012135974022949695,0.023457836381002236,-0.001721236753027114,0.2129464981903477,0.13518426418559032,-0.06313911831470295,0.023167395174242763,-0.18427571006795077,0.0,0.0,-0.1423164225604598,-0.16412352495613405,0.0,0.6197260836023963,0.8985058622898401,-0.0009967327068000802,-5.30973759852946e-05,0.00407031359844984,3.3441494245016984e-05,-9.56874118617767e-05,0.016074578660927603,-0.08466265842410681,-0.0035346586851506107,-0.00781799326778068,0.008219282858820077,-0.016913693873944428,0.050045522704836115,03/01/22 21:00
2297,MP 03: Naamsestraat 62 Taste,-0.29140457781637946,0.84389507265477,0.6011774017832989,0.37405145631280184,0.0016242454376597865,0.0836944270690904,0.11567265631606043,-0.037744865785137735,0.05361654346985489,-0.01095227131633967,0.09452834997602291,0.10274224670531028,0.17953069429471163,0.2438450506631934,-0.05851262300065654,0.08906064274010618,-0.15521355849126842,0.0,0.0,-0.15510096991386077,-0.03562486235742834,0.0,0.8018059195566462,0.994936537738073,-0.000999277285077801,-5.216418336197454e-05,0.004231086642415541,3.628882710388279e-05,-7.581887531370583e-05,0.007193358962769218,0.07586612882060997,0.01108136574347225,0.016033130917597876,0.01078296853039488,0.002427197726441686,0.04959071475885803,03/01/22 22:00
