month,day,hour,weekend,temp,rain,lamax
11,11,9,0,8.763732,0.0,51.52583333333333
11,11,10,0,10.5073065,0.0,53.892609058071685
11,11,11,0,11.775018333333334,0.0,54.30283333333334
11,11,12,0,12.825741666666667,0.0,55.93688888888889
11,11,13,0,13.869636666666668,0.0,54.309527777777774
11,11,14,0,14.04013,0.0,55.09372222222222
11,11,15,0,12.845118333333334,0.0,54.61725
11,11,16,0,11.378721666666666,0.0,56.11366666666667
11,11,17,0,10.525056666666666,0.0,56.91833842734093
11,11,18,0,9.637389666666666,0.0,58.12177777777777
11,11,19,0,8.738437166666666,0.0,57.35883333333333
11,11,20,0,7.928942833333333,0.0,56.06044444444444
11,11,21,0,7.050504833333334,0.0,53.64602777777778
11,11,22,0,6.713651666666666,0.0,53.68430119477632
11,11,23,0,6.356730333333334,0.0,54.62013888888889
11,12,0,1,6.398168166666667,0.0,52.20488888888889
11,12,1,1,6.027507,0.0,47.58108333333333
11,12,2,1,5.5783285000000005,0.0,47.17791666666667
11,12,3,1,5.029746833333333,0.0,44.528444444444446
11,12,4,1,5.602441,0.0,41.00036121144762
11,12,5,1,5.3473635,0.0,38.17174215059739
11,12,6,1,4.933955500000001,0.0,43.23080555555556
11,12,7,1,4.537651166666667,0.0,44.72930555555556
11,12,8,1,4.417592,0.0,48.04259104809564
11,12,9,1,5.7831275,0.0,50.77313888888889
11,12,10,1,7.663334,0.0,53.967018616282296
11,12,11,1,9.764925,0.0,53.45858333333333
11,12,12,1,12.05829,0.0,54.17412451361868
11,12,13,1,13.290848333333336,0.0,54.28255555555556
11,12,14,1,13.512949999999998,0.0,53.85619444444444
11,12,15,1,13.136266666666666,0.0,54.56225
11,12,16,1,12.348735,0.0,54.92522222222222
11,12,17,1,11.633373333333331,0.0,54.388
11,12,18,1,11.090703333333332,0.0,55.3525
11,12,19,1,10.203454,0.0,55.64556081269134
11,12,20,1,9.360378666666668,0.0,54.14975
11,12,21,1,8.841666666666667,0.0,51.74388888888889
11,12,22,1,8.057704166666666,0.0,51.34877709838799
11,12,23,1,7.5058735,0.0,52.18760766879689
11,13,0,1,7.108596833333333,0.0,51.00708333333333
11,13,1,1,6.29036,0.0,44.69411111111111
11,13,2,1,5.751975166666667,0.0,40.83780555555556
11,13,3,1,5.223395833333334,0.0,39.75241666666667
11,13,4,1,4.9337585,0.0,41.71169444444445
11,13,5,1,4.804206166666667,0.0,39.47358333333333
11,13,6,1,4.700939333333333,0.0,39.06375
11,13,7,1,3.9201603333333335,0.0,41.68461111111111
11,13,8,1,3.937762,0.0,45.48080555555556
11,13,9,1,5.363268333333333,0.0,48.76513888888889
11,13,10,1,7.2844725,0.0,49.31663888888889
11,13,11,1,8.952339833333333,0.0,51.91775
11,13,12,1,10.894591666666663,0.0,51.969388888888886
11,13,13,1,12.477746666666668,0.0,51.97302777777777
11,13,14,1,12.729365,0.0,52.25966666666666
11,13,15,1,11.907461666666668,0.0,52.767916666666665
11,13,16,1,10.744136666666668,0.0,52.49608333333333
11,13,17,1,9.5770385,0.0,54.783027777777775
11,13,18,1,8.7735815,0.0,56.13483333333333
11,13,19,1,7.651637833333333,0.0,57.39336111111111
11,13,20,1,6.8122315,0.0,57.86783333333334
11,13,21,1,5.8932085,0.0,57.23038888888889
11,13,22,1,5.159233833333333,0.0,54.29013614893026
11,13,23,1,4.297409,0.0,49.14069444444444
11,14,0,0,4.055898833333333,0.0,46.41838888888889
11,14,1,0,3.4917205,0.0,39.47402056126702
11,14,2,0,2.758381333333333,0.0,39.74819444444445
11,14,3,0,2.4785151666666665,0.0,37.54108333333333
11,14,4,0,2.0774805,0.0,36.97790439132852
11,14,5,0,1.875011,0.0,42.124833333333335
11,14,6,0,1.538203,0.0,46.10044444444445
11,14,7,0,1.2325323333333331,0.0,54.05583333333333
11,14,8,0,1.768049666666667,0.0,59.34605555555555
11,14,9,0,3.389251833333333,0.0,57.5245
11,14,10,0,5.844222833333333,0.0,61.638604780433575
11,14,11,0,6.7658245,0.0,59.31580555555556
11,14,12,0,5.856412166666666,0.0,57.51547222222223
11,14,13,0,6.148195666666666,0.0,59.27186111111112
11,14,14,0,6.243340833333334,0.0,59.12936111111112
11,14,15,0,6.506045333333333,0.0,57.871206225680936
11,14,16,0,6.645746,0.0,56.93722222222223
11,14,17,0,6.784189333333334,0.0,57.02294444444445
11,14,18,0,6.918883,0.0,57.871833333333335
11,14,19,0,7.297064166666666,0.0,56.301833333333335
11,14,20,0,7.965785166666667,0.0,55.06783333333334
11,14,21,0,8.828133666666666,0.0,54.46347222222222
11,14,22,0,9.565063333333333,0.0,54.199333333333335
11,14,23,0,10.46432,0.0,52.38272222222222
11,15,0,0,11.12232,0.0,50.76458333333333
11,15,1,0,11.26524,0.0,48.51875
11,15,2,0,11.529256666666669,0.0,45.81186111111112
11,15,3,0,11.514918333333334,0.0,44.48294444444445
11,15,4,0,11.374141666666668,0.0,40.1959922070693
11,15,5,0,10.869156666666669,0.0,41.832972222222224
11,15,6,0,10.239265,0.0,50.268138888888885
11,15,7,0,9.530448833333333,0.0,58.45422222222223
11,15,8,0,9.463959333333332,0.0,60.33325000000001
11,15,9,0,9.999363833333334,0.0,58.76452777777777
11,15,10,0,10.765355,0.0,58.32344444444444
11,15,11,0,11.51419,0.0,57.468555555555554
11,15,12,0,12.424593333333334,0.0,57.69916666666666
11,15,13,0,12.709585,0.0,61.92247222222222
11,15,14,0,12.93081,0.003,57.86
11,15,15,0,12.385498333333333,0.002,56.60797222222222
11,15,16,0,12.016501666666665,0.001,58.395583333333335
11,15,17,0,11.6984,0.002,58.34294444444445
11,15,18,0,11.794508333333331,0.0,59.56605555555555
11,15,19,0,11.916541666666667,0.0,60.332
11,15,20,0,11.998043333333332,0.007,59.03277777777778
11,15,21,0,11.868058333333332,0.002,57.159444444444446
11,15,22,0,11.78119,0.006,56.85630555555556
11,15,23,0,11.908861666666668,0.004,54.7875
11,16,0,0,11.847325,0.0,54.574527777777774
11,16,1,0,11.889275,0.0,50.34497222222222
11,16,2,0,11.03387,0.0,46.55525
11,16,3,0,10.645681666666666,0.0,46.75111111111111
11,16,4,0,10.263683333333333,0.0,42.15030555555556
11,16,5,0,9.654987833333331,0.0,43.59719444444444
11,16,6,0,8.882070166666667,0.0,49.34052777777777
11,16,7,0,8.572125666666667,0.0,61.72558333333333
11,16,8,0,8.788139,0.0,60.34119444444444
11,16,9,0,9.758142,0.0,56.66294444444445
11,16,10,0,10.830405,0.0,57.783277777777776
11,16,11,0,11.740765,0.0,58.168194444444445
11,16,12,0,12.258981666666664,0.0,58.885527777777774
11,16,13,0,11.929856666666666,0.003,58.65847222222222
11,16,14,0,11.451833333333331,0.0,59.120527777777774
11,16,15,0,11.241491666666668,0.0,57.32597222222222
11,16,16,0,10.60214,0.0,62.60330555555555
11,16,17,0,9.9902375,0.0,63.20136111111111
11,16,18,0,9.824461,0.0,64.3746388888889
11,16,19,0,10.127041,0.001,64.15187552097805
11,16,20,0,10.33856,0.003,63.8225215217995
11,16,21,0,10.510403333333334,0.005,59.05036111111111
11,16,22,0,10.606221666666666,0.004,58.921345191773206
11,16,23,0,10.740598333333333,0.004,55.97552777777778
11,17,0,0,10.93639,0.002,57.03052777777778
11,17,1,0,10.867668333333334,0.0,56.310138888888886
11,17,2,0,10.84959,0.0,53.70622222222222
11,17,3,0,11.21877,0.006,46.04430555555555
11,17,4,0,11.307055,0.002,49.02302777777778
11,17,5,0,11.143845,0.004,47.04719444444444
11,17,6,0,10.390255,0.003,53.35611111111111
11,17,7,0,10.177951666666669,0.001,58.19427777777778
11,17,8,0,10.412576666666666,0.0,61.42305555555556
11,17,9,0,10.96609,0.0,59.922888888888885
11,17,10,0,11.376271666666668,0.0,60.269
11,17,11,0,10.922121666666667,0.002,58.16127777777778
11,17,12,0,11.624416666666669,0.0,59.69697222222222
11,17,13,0,12.222423333333332,0.0,58.37705555555556
11,17,14,0,12.500565,0.0,57.42083333333333
11,17,15,0,12.25531,0.0,57.33841666666666
11,17,16,0,11.683541666666663,0.0,57.443444444444445
11,17,17,0,11.045081666666666,0.0,57.90680555555556
11,17,18,0,10.525713333333334,0.0,58.689388888888885
11,17,19,0,10.10419,0.0,57.986666666666665
11,17,20,0,9.9680995,0.0,56.10311111111111
11,17,21,0,9.760168833333331,0.0,55.29138888888889
11,17,22,0,9.787633166666666,0.0,56.86152777777778
11,17,23,0,9.672575,0.0,54.26836111111111
11,18,0,0,9.636833,0.0,56.31919444444445
11,18,1,0,9.6673895,0.0,54.34866666666667
11,18,2,0,9.3955855,0.0,53.30213888888889
11,18,3,0,8.711747666666666,0.0,50.08969444444444
11,18,4,0,8.079277,0.0,48.43213888888889
11,18,5,0,7.737842833333333,0.0,48.76294444444444
11,18,6,0,7.462127666666666,0.0,48.83825
11,18,7,0,7.446438333333333,0.0,54.64311111111112
11,18,8,0,8.349521333333334,0.0,58.66066666666666
11,18,9,0,9.0712325,0.0,56.75705555555555
11,18,10,0,9.749347666666669,0.0,58.07111111111111
11,18,11,0,10.431386666666668,0.0,57.30741666666667
11,18,12,0,10.59272,0.0,58.57180555555556
11,18,13,0,10.626186666666667,0.0,58.249
11,18,14,0,10.355021666666667,0.002,56.99936111111112
11,18,15,0,10.032068333333331,0.001,59.748333333333335
11,18,16,0,9.8318345,0.023,59.31217004723534
11,18,17,0,9.6427235,0.037,62.00913888888888
11,18,18,0,8.865524333333333,0.04,63.587694444444445
11,18,19,0,9.036764666666668,0.014,62.9985
11,18,20,0,9.183092833333331,0.002,59.37736111111112
11,18,21,0,9.008194833333333,0.001,56.89300194390447
11,18,22,0,8.836037333333334,0.0,56.25172222222223
11,18,23,0,8.686450333333333,0.0,55.26015559877744
11,19,0,1,8.55156,0.0,52.13785059705637
11,19,1,1,8.413753166666668,0.005,48.29044444444445
11,19,2,1,8.247293166666667,0.003,47.2830786329536
11,19,3,1,8.0898805,0.002,44.394584837545125
11,19,4,1,8.035304666666667,0.002,44.82139483189776
11,19,5,1,7.964769,0.002,41.96089975006943
11,19,6,1,7.915779,0.0,44.24351208669074
11,19,7,1,6.776511666666667,0.003,46.690305555555554
11,19,8,1,5.613681,0.002,53.005944444444445
11,19,9,1,4.867021333333333,0.003,56.03191666666667
11,19,10,1,4.637178166666666,0.002,55.9973048068908
11,19,11,1,4.637201,0.002,56.250527777777776
11,19,12,1,4.4356428333333335,0.003,57.62458333333333
11,19,13,1,4.160068333333333,0.004,57.40263888888889
