month,day,hour,weekend,temp,rain
3,15,21,0,8.389628,0.0
3,15,22,0,7.661566666666666,0.0
3,15,23,0,7.2161376666666674,0.0
3,16,0,0,6.907659,0.0
3,16,1,0,6.422520166666666,0.0
3,16,2,0,6.090821333333333,0.0
3,16,3,0,5.847781333333334,0.0
3,16,4,0,5.833686166666666,0.0
3,16,5,0,6.174249,0.0
3,16,6,0,6.406308666666667,0.0
3,16,7,0,6.348061166666667,0.0
3,16,8,0,7.008881166666666,0.0
3,16,9,0,8.335809833333334,0.0
3,16,10,0,9.750970166666667,0.0
3,16,11,0,11.308106666666667,0.0
3,16,12,0,12.134948333333334,0.0
3,16,13,0,12.52625,0.0
3,16,14,0,12.896791666666667,0.0
3,16,15,0,13.128658333333334,0.0
3,16,16,0,12.969861666666667,0.0
3,16,17,0,12.157121666666667,0.0
3,16,18,0,11.704528333333334,0.0
3,16,19,0,11.579226666666665,0.0
3,16,20,0,11.284256666666666,0.0
3,16,21,0,10.910409999999999,0.0
3,16,22,0,10.9111,0.0
3,16,23,0,11.490836666666667,0.0
3,17,0,0,11.844059999999999,0.0
3,17,1,0,12.207398333333332,0.0
3,17,2,0,11.447096666666667,0.0
3,17,3,0,9.437287833333334,0.0
3,17,4,0,9.188503833333334,0.0
3,17,5,0,8.765256333333333,0.0
3,17,6,0,8.657140333333333,0.0
3,17,7,0,8.491883,0.0
3,17,8,0,8.209152833333333,0.0
3,17,9,0,8.306238166666667,0.0
3,17,10,0,8.497899166666667,0.0
3,17,11,0,8.639432333333334,0.0
3,17,12,0,9.0800325,0.0
3,17,13,0,9.575225999999999,0.0
3,17,14,0,9.800736833333334,0.0
3,17,15,0,10.2934245,0.0
3,17,16,0,10.54999,0.0
3,17,17,0,10.31237,0.0
3,17,18,0,9.8701305,0.0
3,17,19,0,9.274871,0.0
3,17,20,0,8.690911999999999,0.0
3,17,21,0,7.892375666666666,0.0
3,17,22,0,7.350048,0.0
3,17,23,0,6.954742333333333,0.0
3,18,0,0,5.4779705000000005,0.0
3,18,1,0,4.045542666666667,0.0
3,18,2,0,3.8704128333333334,0.0
3,18,3,0,2.910466833333333,0.0
3,18,4,0,3.296749166666667,0.0
3,18,5,0,2.092662333333333,0.0
3,18,6,0,1.4228073333333333,0.0
3,18,7,0,1.8186656666666667,0.0
3,18,8,0,5.0323416666666665,0.0
3,18,9,0,8.443272,0.0
3,18,10,0,10.401211666666667,0.0
3,18,11,0,11.817105,0.0
3,18,12,0,13.007805,0.0
3,18,13,0,13.315840000000001,0.0
3,18,14,0,14.647488333333333,0.0
3,18,15,0,14.268776666666668,0.0
3,18,16,0,14.13949,0.0
3,18,17,0,13.446573333333333,0.0
3,18,18,0,12.371863333333332,0.0
3,18,19,0,11.504748333333334,0.0
3,18,20,0,10.834114999999999,0.0
3,18,21,0,10.155815166666667,0.0
3,18,22,0,9.75612,0.0
3,18,23,0,9.379800333333334,0.0
3,19,0,1,8.700565166666665,0.0
3,19,1,1,8.3835775,0.0
3,19,2,1,7.850572499999999,0.0
3,19,3,1,7.351566666666667,0.0
3,19,4,1,6.629429166666667,0.0
3,19,5,1,6.2673835,0.0
3,19,6,1,5.906090666666667,0.0
3,19,7,1,6.4128175,0.0
3,19,8,1,7.818271833333333,0.0
3,19,9,1,9.656018166666668,0.0
3,19,10,1,11.128668333333332,0.0
3,19,11,1,12.337238333333334,0.0
3,19,12,1,13.216935,0.0
3,19,13,1,13.15009,0.0
3,19,14,1,14.365235,0.0
3,19,15,1,13.591678333333334,0.0
3,19,16,1,12.995818333333332,0.0
3,19,17,1,12.01085,0.0
3,19,18,1,10.92785,0.0
3,19,19,1,9.943734833333332,0.0
3,19,20,1,9.132246333333333,0.0
3,19,21,1,8.175652833333332,0.0
3,19,22,1,7.315134166666667,0.0
3,19,23,1,6.835437166666668,0.0
3,20,0,1,6.043543333333333,0.0
3,20,1,1,5.6074435,0.0
3,20,2,1,5.095677,0.0
3,20,3,1,4.552594333333333,0.0
3,20,4,1,4.443351333333333,0.0
3,20,5,1,4.5046445,0.0
3,20,6,1,4.665776166666666,0.0
3,20,7,1,3.12397,0.003
3,20,8,1,2.8300563333333333,0.002
3,20,9,1,3.671741166666667,0.0
3,20,10,1,5.213519,0.0
3,20,11,1,6.992934333333333,0.0
3,20,12,1,7.7832826666666675,0.0
3,20,13,1,8.463934166666666,0.0
3,20,14,1,9.237803999999999,0.0
3,20,15,1,9.707005166666667,0.0
3,20,16,1,9.917873666666667,0.0
3,20,17,1,9.480403,0.0
3,20,18,1,8.327882166666667,0.0
3,20,19,1,7.2492193333333335,0.0
3,20,20,1,6.677258666666667,0.0
3,20,21,1,6.0128735,0.0
3,20,22,1,4.3558715,0.0
3,20,23,1,3.179001833333333,0.0
3,21,0,0,2.323020666666667,0.0
3,21,1,0,2.0388093333333335,0.0
3,21,2,0,1.5109403333333333,0.0
3,21,3,0,1.4023993333333333,0.0
3,21,4,0,1.2334051666666666,0.0
3,21,5,0,1.1395053333333334,0.0
3,21,6,0,1.2481953333333333,0.0
3,21,7,0,2.563323666666667,0.0
3,21,8,0,5.125921666666667,0.0
3,21,9,0,7.709783833333333,0.0
3,21,10,0,10.556465833333332,0.0
3,21,11,0,13.357405,0.0
3,21,12,0,15.814418333333334,0.0
3,21,13,0,16.439273333333333,0.0
3,21,14,0,16.919486666666668,0.0
3,21,15,0,17.119036666666666,0.0
3,21,16,0,16.810734999999998,0.0
3,21,17,0,15.864355000000002,0.0
3,21,18,0,14.518976666666667,0.0
3,21,19,0,14.15534,0.0
3,21,20,0,12.396210000000002,0.0
3,21,21,0,11.627985,0.0
3,21,22,0,11.317241666666666,0.0
3,21,23,0,10.153248833333334,0.0
3,22,0,0,8.636877,0.0
3,22,1,0,7.700709333333333,0.0
3,22,2,0,7.620385833333334,0.0
3,22,3,0,6.8816815,0.0
3,22,4,0,5.899030333333333,0.0
3,22,5,0,5.258169333333334,0.0
3,22,6,0,5.095977,0.0
3,22,7,0,6.881340000000001,0.0
3,22,8,0,8.827906166666667,0.0
3,22,9,0,11.054688333333333,0.0
3,22,10,0,13.895138333333334,0.0
3,22,11,0,15.6581925,0.0
3,22,12,0,17.541611666666668,0.0
3,22,13,0,18.023195,0.0
3,22,14,0,18.871958333333335,0.0
3,22,15,0,18.384378333333334,0.0
3,22,16,0,18.179823333333335,0.0
3,22,17,0,17.26268,0.0
3,22,18,0,15.663083333333333,0.0
3,22,19,0,14.033591666666666,0.0
3,22,20,0,12.456180000000002,0.0
3,22,21,0,10.902406666666666,0.0
3,22,22,0,9.282492666666666,0.0
3,22,23,0,7.861145666666666,0.0
3,23,0,0,6.701165166666667,0.0
3,23,1,0,6.0506255,0.0
3,23,2,0,5.5478898333333335,0.0
3,23,3,0,4.779367833333333,0.0
3,23,4,0,3.798366,0.0
3,23,5,0,3.3425,0.0
3,23,6,0,3.3949245,0.0
3,23,7,0,4.2922515,0.0
3,23,8,0,7.337980666666667,0.0
3,23,9,0,11.5586925,0.0
3,23,10,0,14.001726666666665,0.0
3,23,11,0,15.992534999999998,0.0
3,23,12,0,17.403975,0.0
3,23,13,0,17.791475000000002,0.0
3,23,14,0,18.647523333333332,0.0
3,23,15,0,18.38522,0.0
3,23,16,0,18.097378333333335,0.0
3,23,17,0,17.5329,0.0
3,23,18,0,16.109371666666664,0.0
3,23,19,0,14.43786,0.0
3,23,20,0,12.854646666666667,0.0
3,23,21,0,10.655731333333334,0.0
3,23,22,0,9.268437833333333,0.0
3,23,23,0,8.234963833333333,0.0
3,24,0,0,7.237391833333334,0.0
3,24,1,0,6.241187833333334,0.0
3,24,2,0,5.425631,0.0
3,24,3,0,4.690270166666667,0.0
3,24,4,0,4.081526666666666,0.0
3,24,5,0,3.5181401666666665,0.0
3,24,6,0,3.3051530000000002,0.0
3,24,7,0,4.0558385,0.0
3,24,8,0,6.520558666666666,0.0
3,24,9,0,9.859595166666667,0.0
3,24,10,0,13.923348333333335,0.0
3,24,11,0,15.81194,0.0
3,24,12,0,16.840701666666664,0.0
3,24,13,0,17.275795,0.0
3,24,14,0,18.031589999999998,0.0
3,24,15,0,17.782403333333335,0.0
3,24,16,0,17.66959,0.0
3,24,17,0,17.290088333333333,0.0
3,24,18,0,15.835368333333333,0.0
3,24,19,0,14.367213333333334,0.0
3,24,20,0,13.124403333333333,0.0
3,24,21,0,11.972426666666665,0.0
3,24,22,0,11.04868,0.0
3,24,23,0,10.581893333333333,0.0
3,25,0,0,8.9029325,0.0
3,25,1,0,6.976748833333333,0.0
3,25,2,0,6.187243333333334,0.0
3,25,3,0,5.671120999999999,0.0
3,25,4,0,5.123619166666667,0.0
3,25,5,0,4.541923833333333,0.0
3,25,6,0,4.5828725,0.0
3,25,7,0,6.1503935,0.0
3,25,8,0,7.919620166666667,0.0
3,25,9,0,9.812186333333333,0.0
3,25,10,0,12.292201666666665,0.0
3,25,11,0,14.147753333333334,0.0
3,25,12,0,15.655436666666667,0.0
3,25,13,0,16.505061666666666,0.0
3,25,14,0,17.28914,0.0
3,25,15,0,16.794083333333333,0.0
3,25,16,0,16.579238333333333,0.0
3,25,17,0,15.898448333333334,0.0
3,25,18,0,14.790951666666666,0.0
3,25,19,0,13.821506666666666,0.0
3,25,20,0,13.00468,0.0
3,25,21,0,12.120576666666667,0.0
3,25,22,0,11.326848333333333,0.0
3,25,23,0,10.320726666666667,0.0
3,26,0,1,9.6417475,0.0
3,26,1,1,8.927653999999999,0.0
3,26,2,1,8.564598166666666,0.0
3,26,3,1,8.068423833333334,0.0
3,26,4,1,7.686164333333333,0.0
3,26,5,1,7.250381,0.0
3,26,6,1,6.882993833333334,0.0
3,26,7,1,7.409291499999999,0.0
3,26,8,1,8.6021875,0.0
3,26,9,1,10.937689333333333,0.0
3,26,10,1,13.397758333333334,0.0
3,26,11,1,15.674793333333334,0.0
3,26,12,1,16.97907,0.0
3,26,13,1,17.629918333333332,0.0
3,26,14,1,18.304585,0.0
3,26,15,1,17.81597,0.0
3,26,16,1,17.76191,0.0
3,26,17,1,17.15562,0.0
3,26,18,1,15.979260000000002,0.0
3,26,19,1,14.887623333333332,0.0
3,26,20,1,14.014823333333332,0.0
3,26,21,1,13.095406666666667,0.0
3,26,22,1,12.105939999999999,0.0
3,26,23,1,11.596071666666667,0.0
3,27,0,1,10.808535000000001,0.0
3,27,1,1,10.33992,0.0
3,27,2,1,9.5048475,0.0
3,27,3,1,8.781564333333334,0.0
3,27,4,1,8.255089333333332,0.0
3,27,5,1,7.999309333333333,0.0
3,27,6,1,7.7868968333333335,0.0
3,27,7,1,7.8459278333333335,0.0
3,27,8,1,8.129681166666666,0.0
3,27,9,1,8.4892065,0.0
3,27,10,1,8.927118833333333,0.0
3,27,11,1,9.406401,0.0
3,27,12,1,10.019900166666668,0.0
3,27,13,1,11.547521666666666,0.0
3,27,14,1,13.57461,0.0
3,27,15,1,14.015165000000001,0.0
3,27,16,1,14.55359,0.0
3,27,17,1,14.349783333333335,0.0
3,27,18,1,13.710588333333334,0.0
3,27,19,1,13.224893333333334,0.0
3,27,20,1,12.113298333333333,0.0
3,27,21,1,10.531788333333333,0.0
3,27,22,1,9.605598333333333,0.0
3,27,23,1,8.612943833333333,0.0
3,28,0,0,7.973975666666667,0.0
3,28,1,0,7.814986333333334,0.0
3,28,2,0,6.9687805,0.0
3,28,3,0,6.059599666666666,0.0
3,28,4,0,5.403077333333333,0.0
3,28,5,0,4.944260833333334,0.0
3,28,6,0,4.423566999999999,0.0
3,28,7,0,4.998137333333333,0.0
3,28,8,0,7.320317666666667,0.0
3,28,9,0,10.5640655,0.0
3,28,10,0,12.210344999999998,0.0
3,28,11,0,14.271791666666667,0.0
3,28,12,0,15.718465,0.0
3,28,13,0,16.457313333333335,0.0
3,28,14,0,16.88375,0.0
3,28,15,0,16.75491,0.0
3,28,16,0,16.729696666666666,0.0
3,28,17,0,16.284475,0.0
3,28,18,0,15.312356666666666,0.0
3,28,19,0,14.775301666666666,0.0
3,28,20,0,14.144528333333334,0.0
3,28,21,0,13.469483333333335,0.0
3,28,22,0,12.49862,0.0
3,28,23,0,12.085588333333334,0.0
3,29,0,0,11.72424,0.0
3,29,1,0,11.366186666666666,0.0
3,29,2,0,10.98962,0.0
3,29,3,0,10.558413333333332,0.0
3,29,4,0,10.020509333333333,0.0
3,29,5,0,9.650338833333334,0.0
3,29,6,0,9.472961333333332,0.0
3,29,7,0,9.910328333333334,0.0
3,29,8,0,10.532649999999999,0.0
3,29,9,0,11.454928333333333,0.0
3,29,10,0,12.432461666666667,0.0
3,29,11,0,13.810693333333333,0.0
3,29,12,0,15.004203333333335,0.0
3,29,13,0,15.355788333333331,0.0
3,29,14,0,14.974303333333333,0.0
3,29,15,0,14.656048333333333,0.0
3,29,16,0,14.144889999999998,0.0
3,29,17,0,13.642611666666667,0.0
3,29,18,0,12.91925,0.0
3,29,19,0,12.394730000000001,0.0
3,29,20,0,11.581101666666667,0.0
3,29,21,0,10.954576666666668,0.0
3,29,22,0,10.448183333333333,0.0
3,29,23,0,10.271178333333333,0.0
3,30,0,0,10.055815,0.0
3,30,1,0,9.486579166666667,0.0
3,30,2,0,8.914010666666668,0.0
3,30,3,0,8.432556666666667,0.0
3,30,4,0,8.212286333333333,0.0
3,30,5,0,7.774763666666666,0.0
3,30,6,0,7.613030166666667,0.0
3,30,7,0,7.6918315,0.0
3,30,8,0,8.452747,0.0
3,30,9,0,9.038787000000001,0.0
3,30,10,0,10.1399025,0.0
3,30,11,0,11.354558333333335,0.0
3,30,12,0,12.127566666666667,0.0
3,30,13,0,12.666756666666666,0.0
3,30,14,0,12.507555000000002,0.0
3,30,15,0,12.544061666666666,0.0
3,30,16,0,12.032306666666665,0.0
3,30,17,0,10.71855,0.0
3,30,18,0,10.24098,0.0
3,30,19,0,9.999299333333333,0.002
3,30,20,0,9.797748166666667,0.0
3,30,21,0,9.581890333333334,0.0
3,30,22,0,9.066501333333333,0.0
3,30,23,0,8.313198666666667,0.0
3,31,0,0,8.135388,0.0
3,31,1,0,7.912399166666667,0.0
3,31,2,0,7.379844333333334,0.0
3,31,3,0,6.680677333333333,0.0
3,31,4,0,6.230501666666666,0.0
3,31,5,0,3.8468261666666663,0.0
3,31,6,0,2.8575295,0.0
3,31,7,0,2.453202166666667,0.0
3,31,8,0,2.540899,0.0
3,31,9,0,3.106740333333333,0.0
3,31,10,0,3.916007333333333,0.0
3,31,11,0,4.650287666666666,0.0
3,31,12,0,5.4802075,0.0
3,31,13,0,6.25093,0.0
3,31,14,0,7.041377333333333,0.0
3,31,15,0,7.429750833333333,0.0
3,31,16,0,7.475975333333333,0.0
3,31,17,0,6.750335499999999,0.002
3,31,18,0,4.025293333333333,0.005
3,31,19,0,3.5265993333333334,0.0
3,31,20,0,3.9498363333333337,0.0
3,31,21,0,4.0248785,0.0
3,31,22,0,4.0723065,0.0
3,31,23,0,3.876799,0.0
4,1,0,0,3.2870076666666663,0.0
4,1,1,0,3.0631048333333335,0.0
4,1,2,0,2.6185445,0.0
4,1,3,0,2.2109855,0.0
4,1,4,0,1.7203815,0.002
4,1,5,0,1.4179111666666666,0.003
4,1,6,0,1.2299113333333334,0.0
4,1,7,0,0.9425178666666666,0.0
4,1,8,0,1.2164696666666668,0.002
4,1,9,0,1.3492009999999999,0.002
4,1,10,0,1.5917038333333335,0.002
4,1,11,0,1.7716806666666667,0.0
4,1,12,0,2.1764698333333334,0.002
4,1,13,0,2.5416358333333333,0.0
4,1,14,0,2.686735166666667,0.0
4,1,15,0,2.8088713333333337,0.0
4,1,16,0,3.1034018333333333,0.0
4,1,17,0,3.367149833333333,0.0
4,1,18,0,3.4444105,0.0
4,1,19,0,3.1946168333333333,0.0
4,1,20,0,2.8842133333333333,0.0
4,1,21,0,2.7528703333333335,0.0
4,1,22,0,2.818463,0.0
4,1,23,0,2.423764,0.0
4,2,0,1,2.560097,0.0
4,2,1,1,2.5007103333333336,0.0
4,2,2,1,2.100436,0.0
4,2,3,1,1.7973416666666668,0.0
4,2,4,1,1.4972239999999999,0.0
4,2,5,1,1.4797788333333333,0.0
4,2,6,1,1.514755,0.0
4,2,7,1,2.1229561666666665,0.0
4,2,8,1,3.2318304999999996,0.0
4,2,9,1,3.693659333333333,0.0
4,2,10,1,4.243051666666667,0.0
4,2,11,1,4.506261833333333,0.0
4,2,12,1,5.2081748333333335,0.0
4,2,13,1,5.368960333333334,0.0
4,2,14,1,5.718800000000001,0.0
4,2,15,1,5.576138333333333,0.0
4,2,16,1,5.457737833333333,0.0
4,2,17,1,5.351941,0.0
4,2,18,1,4.621213666666667,0.0
4,2,19,1,4.473107833333334,0.0
4,2,20,1,4.051208833333333,0.0
4,2,21,1,3.3863816666666664,0.0
4,2,22,1,2.6813156666666664,0.0
4,2,23,1,1.9444633333333334,0.0
4,3,0,1,1.315962,0.0
4,3,1,1,0.8174415833333333,0.0
4,3,2,1,0.42330025,0.0
4,3,3,1,-0.011509006666666667,0.0
4,3,4,1,-0.1476403,0.0
4,3,5,1,-0.3748770666666667,0.0
4,3,6,1,-0.21840015,0.0
4,3,7,1,0.35141251166666665,0.0
4,3,8,1,2.3713831666666665,0.0
4,3,9,1,3.7925981666666666,0.0
4,3,10,1,4.9741013333333335,0.0
4,3,11,1,6.368145666666667,0.0
4,3,12,1,7.2800934999999996,0.0
4,3,13,1,7.5959959999999995,0.0
4,3,14,1,7.3908925,0.0
4,3,15,1,7.587659833333333,0.0
4,3,16,1,7.425243666666667,0.0
4,3,17,1,6.673767166666667,0.0
4,3,18,1,6.1797596666666665,0.0
4,3,19,1,5.461478500000001,0.0
4,3,20,1,4.967286166666667,0.0
4,3,21,1,3.8969194999999996,0.0
4,3,22,1,2.7754738333333333,0.0
4,3,23,1,2.062219666666667,0.0
4,4,0,0,1.7318163333333334,0.0
4,4,1,0,1.6946486666666667,0.0
4,4,2,0,1.6641155,0.0
4,4,3,0,1.7272383333333334,0.0
4,4,4,0,1.9620388333333334,0.0
4,4,5,0,2.2541341666666668,0.0
4,4,6,0,3.0376673333333333,0.0
4,4,7,0,4.532884333333333,0.0
4,4,8,0,6.005624666666667,0.0
4,4,9,0,6.287596,0.0
4,4,10,0,5.594935333333333,0.0
4,4,11,0,6.016566,0.0
4,4,12,0,6.086403833333333,0.0
4,4,13,0,5.8082581666666675,0.0
4,4,14,0,5.635927166666666,0.0
4,4,15,0,5.9954435,0.0
4,4,16,0,6.172648333333334,0.0
4,4,17,0,6.4012635,0.0
4,4,18,0,6.635797,0.002
4,4,19,0,6.893646666666666,0.0
4,4,20,0,7.310596333333333,0.002
4,4,21,0,7.737962666666667,0.002
4,4,22,0,8.139325333333334,0.002
4,4,23,0,8.657398666666667,0.002
4,5,0,0,9.250905333333334,0.003
4,5,1,0,9.669514000000001,0.002
4,5,2,0,9.942683166666667,0.002
4,5,3,0,10.108356666666667,0.003
4,5,4,0,10.178438333333332,0.002
4,5,5,0,10.277078333333334,0.001
4,5,6,0,10.641013333333333,0.0
4,5,7,0,10.978408333333334,0.002
4,5,8,0,11.055641666666666,0.0
4,5,9,0,11.30562,0.002
4,5,10,0,11.577753333333334,0.002
4,5,11,0,11.715555,0.002
4,5,12,0,12.272453333333333,0.0
4,5,13,0,12.735348333333333,0.0
4,5,14,0,12.984466666666668,0.0
4,5,15,0,13.383246666666667,0.0
4,5,16,0,13.065301666666665,0.0
4,5,17,0,12.449218333333333,0.0
4,5,18,0,11.658585,0.0
4,5,19,0,11.209418333333334,0.0
4,5,20,0,10.989051666666667,0.0
4,5,21,0,10.682983333333333,0.0
4,5,22,0,10.318258333333334,0.0
4,5,23,0,10.082044833333333,0.0
4,6,0,0,9.995056166666666,0.0
4,6,1,0,9.9262995,0.0
4,6,2,0,9.780024,0.0
4,6,3,0,9.5698505,0.0
4,6,4,0,9.410330499999999,0.0
4,6,5,0,9.070552333333334,0.0
4,6,6,0,8.921466833333334,0.0
4,6,7,0,9.558469,0.0
4,6,8,0,9.776522333333334,0.0
4,6,9,0,10.546091666666667,0.0
4,6,10,0,11.080793333333332,0.0
4,6,11,0,11.084663333333333,0.0
4,6,12,0,11.217025,0.0
4,6,13,0,11.139548333333332,0.0
4,6,14,0,11.245606666666667,0.0
4,6,15,0,11.269919999999999,0.0
4,6,16,0,11.382885,0.0
4,6,17,0,10.965318333333334,0.002
4,6,18,0,9.979286333333333,0.002
4,6,19,0,10.113050833333334,0.0
4,6,20,0,10.359888333333332,0.0
4,6,21,0,10.0180635,0.002
4,6,22,0,9.991381500000001,0.0
4,6,23,0,9.981909166666666,0.0
4,7,0,0,10.293131666666666,0.0
4,7,1,0,10.455671666666667,0.0
4,7,2,0,10.59413,0.0
4,7,3,0,10.488628333333333,0.0
4,7,4,0,9.9159355,0.002
4,7,5,0,9.660192,0.001
4,7,6,0,9.919138833333333,0.002
4,7,7,0,10.405886666666666,0.002
4,7,8,0,10.849713333333334,0.004
4,7,9,0,10.535663333333334,0.002
4,7,10,0,11.18417,0.0
4,7,11,0,12.690203333333335,0.0
4,7,12,0,12.795876666666667,0.0
4,7,13,0,12.033225,0.0
4,7,14,0,12.326876666666665,0.0
4,7,15,0,12.083081666666667,0.0
4,7,16,0,12.200809999999999,0.0
4,7,17,0,11.920441666666667,0.0
4,7,18,0,11.231321666666666,0.0
4,7,19,0,10.526375,0.0
4,7,20,0,10.025390833333333,0.0
4,7,21,0,8.0204145,0.006
4,7,22,0,7.001151166666666,0.002
4,7,23,0,6.8060711666666664,0.0
4,8,0,0,6.892864833333333,0.0
4,8,1,0,6.669374666666666,0.0
4,8,2,0,6.57238,0.0
4,8,3,0,6.146133333333334,0.0
4,8,4,0,5.836897333333333,0.0
4,8,5,0,5.613338166666666,0.0
4,8,6,0,5.756588833333333,0.0
4,8,7,0,6.068188500000001,0.0
4,8,8,0,6.403310333333334,0.0
4,8,9,0,6.807980000000001,0.0
4,8,10,0,7.186950166666667,0.0
4,8,11,0,7.4698633333333335,0.0
4,8,12,0,7.895894666666667,0.0
4,8,13,0,8.160046666666666,0.0
4,8,14,0,8.501243333333333,0.0
4,8,15,0,8.727032333333334,0.0
4,8,16,0,8.488192833333335,0.0
4,8,17,0,7.069233333333333,0.0
4,8,18,0,7.238107666666667,0.0
4,8,19,0,6.950395333333333,0.0
4,8,20,0,6.613698333333333,0.0
4,8,21,0,6.1265833333333335,0.0
4,8,22,0,5.521910166666667,0.0
4,8,23,0,5.3086615,0.0
4,9,0,1,5.1340665,0.0
4,9,1,1,4.8546125,0.0
4,9,2,1,4.428398166666667,0.0
4,9,3,1,4.0386335,0.0
4,9,4,1,3.571706333333333,0.0
4,9,5,1,3.2722651666666667,0.0
4,9,6,1,3.7496796666666667,0.0
4,9,7,1,5.561804333333334,0.0
4,9,8,1,7.1969959999999995,0.0
4,9,9,1,8.093829833333333,0.0
4,9,10,1,8.974138333333334,0.0
4,9,11,1,9.526454666666666,0.0
4,9,12,1,8.6983105,0.003
4,9,13,1,10.311850833333333,0.0
4,9,14,1,10.440420000000001,0.0
4,9,15,1,10.531093333333333,0.0
4,9,16,1,10.082061333333334,0.0
4,9,17,1,9.481602333333333,0.0
4,9,18,1,6.532221,0.0
4,9,19,1,5.915931499999999,0.0
4,9,20,1,6.15939925,0.0
4,9,21,1,5.898312,0.0
4,9,22,1,4.6598134,0.0
4,9,23,1,4.091830333333333,0.0
4,10,0,1,3.7682156666666664,0.0
4,10,1,1,4.331681333333333,0.0
4,10,2,1,4.526759166666667,0.0
4,10,3,1,3.9851045000000003,0.0
4,10,4,1,3.3716953333333333,0.0
4,10,5,1,2.6719571666666666,0.0
4,10,6,1,2.7344294999999996,0.0
4,10,7,1,4.0606175,0.0
4,10,8,1,6.033681166666667,0.0
4,10,9,1,8.053842666666666,0.0
4,10,10,1,9.071697333333333,0.0
4,10,11,1,10.3038655,0.0
4,10,12,1,11.296796666666665,0.0
4,10,13,1,11.191111666666666,0.0
4,10,14,1,12.073083333333335,0.0
4,10,15,1,12.411321666666666,0.0
4,10,16,1,12.721713333333334,0.0
4,10,17,1,12.230118333333332,0.0
4,10,18,1,11.194288333333333,0.0
4,10,19,1,10.216243,0.0
4,10,20,1,9.430984,0.0
4,10,21,1,8.572426333333333,0.0
4,10,22,1,8.168288,0.0
4,10,23,1,7.917725666666667,0.0
4,11,0,0,7.747484166666666,0.0
4,11,1,0,7.2841755,0.0
4,11,2,0,6.710709333333334,0.0
4,11,3,0,6.246734833333334,0.0
4,11,4,0,5.762614,0.0
4,11,5,0,5.365437333333333,0.0
4,11,6,0,5.9474585,0.0
4,11,7,0,7.204859833333334,0.0
4,11,8,0,8.995339666666666,0.0
4,11,9,0,11.048678333333333,0.0
4,11,10,0,12.671918333333332,0.0
4,11,11,0,13.858608333333335,0.0
4,11,12,0,15.308471666666668,0.0
4,11,13,0,16.566195,0.0
4,11,14,0,17.643543333333334,0.0
4,11,15,0,17.684161666666668,0.0
4,11,16,0,17.855488333333334,0.0
4,11,17,0,17.291418333333336,0.0
4,11,18,0,16.24721166666667,0.0
4,11,19,0,14.987493333333333,0.0
4,11,20,0,13.266386666666667,0.0
4,11,21,0,12.253,0.0
4,11,22,0,11.846443333333333,0.0
4,11,23,0,11.228348333333335,0.0
4,12,0,0,10.460558333333333,0.0
4,12,1,0,10.011975,0.0
4,12,2,0,9.633324833333333,0.0
4,12,3,0,8.821293333333333,0.0
4,12,4,0,8.4719555,0.0
4,12,5,0,8.398263666666667,0.0
4,12,6,0,8.874418833333333,0.0
4,12,7,0,10.226851166666668,0.0
4,12,8,0,12.989316666666667,0.0
4,12,9,0,15.29707,0.0
4,12,10,0,16.898188333333334,0.0
4,12,11,0,18.347663333333333,0.0
4,12,12,0,19.70765,0.0
4,12,13,0,20.620843333333333,0.0
4,12,14,0,21.36445833333333,0.0
4,12,15,0,21.80074666666667,0.0
4,12,16,0,21.103196666666665,0.0
4,12,17,0,19.908185,0.0
4,12,18,0,18.070141666666668,0.0
4,12,19,0,17.24834,0.0
4,12,20,0,16.477481666666666,0.0
4,12,21,0,16.242381666666667,0.0
4,12,22,0,15.402458333333334,0.0
4,12,23,0,14.532156666666667,0.0
4,13,0,0,14.029533333333333,0.0
4,13,1,0,13.458820000000001,0.0
4,13,2,0,12.706146666666667,0.0
4,13,3,0,12.166728333333333,0.0
4,13,4,0,11.683051666666666,0.0
4,13,5,0,11.608526666666668,0.0
4,13,6,0,11.818703333333334,0.0
4,13,7,0,12.482265,0.0
4,13,8,0,13.364243333333334,0.0
4,13,9,0,13.965333333333334,0.0
4,13,10,0,14.080125,0.0
4,13,11,0,14.147916666666667,0.0
4,13,12,0,14.189481666666666,0.0
4,13,13,0,14.324843333333334,0.0
4,13,14,0,14.513468333333334,0.0
4,13,15,0,14.700503333333335,0.0
4,13,16,0,14.859643333333333,0.0
4,13,17,0,14.702015000000001,0.0
4,13,18,0,14.387828333333333,0.0
4,13,19,0,13.96537,0.0
4,13,20,0,13.410685,0.0
4,13,21,0,12.848921666666667,0.0
4,13,22,0,12.296259999999998,0.0
4,13,23,0,11.715878333333334,0.0
4,14,0,0,11.027756666666667,0.0
4,14,1,0,10.461238333333332,0.0
4,14,2,0,9.962765166666667,0.0
4,14,3,0,9.772918500000001,0.0
4,14,4,0,9.3599265,0.0
4,14,5,0,8.708721333333333,0.0
4,14,6,0,8.740843833333333,0.0
4,14,7,0,9.762023166666667,0.0
4,14,8,0,11.717398333333334,0.0
4,14,9,0,13.856364999999998,0.0
4,14,10,0,16.08634,0.0
4,14,11,0,17.625471666666666,0.0
4,14,12,0,17.75097166666667,0.0
4,14,13,0,18.021906666666666,0.0
4,14,14,0,17.511526666666665,0.0
4,14,15,0,18.03062,0.0
4,14,16,0,18.026145,0.0
4,14,17,0,17.386433333333333,0.0
4,14,18,0,16.443015,0.0
